"","tweet"
"1211","Dear @VirginAustralia inflight WIFI is a real thing;  @VirginAmerica has it. Why don't we? PS: departing an hour late  #VA691"
"1212","Hey @SouthwestAir: 2 flights, 2 bad exper. If I wanted shitty customer service I'd fly @united. Tell ppl behind flight counter to PAY ATTN!!"
"1213","Ugh. @AmericanAir are horrendous. Will be suing them if I get medical complications. #computersaysno #neverflyAA all other airlines can..."
"1214","@SouthwestAir Is the atrociously slow speed normal for your paid WiFi service??? http://t.co/td4NSxWYIX"
"1215","@AmericanAir I am now waiting at @united to get a seat. I did not want to connect from DFW-PHX-SFO. (1/2)"
"1216","@united confused. Flight 345 to EWR from AUS says on time but gate says delayed. Got text saying delayed. Then another on time.  Which is it"
"1217","What's happening @southwestair me and 128 friends having problems getting to PHL. Supposed to arrive at 4:20. Now maybe 6. Still flying :-("
"1218","On the way to #pocc14 and @united managed to lose my bag. Checked at the same time as my coworker, an hour before late peers. #ualogistics"
"1219","@AmericanAir ...sooo NO response #4WeeksLater ?? I think the crew in ""Customer Relations"" might be off until 2015... Funny huh?"
"1220","@united your airline is complete dog shit _"
"1221","When flying @SouthwestAir the stress of packing does not exist! #1stAnd2ndBagFlyFree  See you tomorrow Bay Area _"
"1222","@AmericanAir my new maintenance delay is waiting for a lightbulb to be changed. Would it help if I ran to Home Depot for you?"
"1223","@united I really had every intention to. But it stinks when the desk agents are just surly and antagonistic. I know the past couple of days"
"1224","I mean, I get it, @JetBlue can be infuriating, but getting your followers on social media to harass an employee is fucked up."
"1225","Imma need @united to not rush us to board when they started boarding late even though the plane was on the ground for a full hour before."
"1226","Dear @JetBlue , your new #TrueBlueBadges is amazing...and has officially ruined my productivity for today. #PointsPointsPoints"
"1227","@JetBlue hear tell JetBlue is run by a bunch of pussies can't take the truth bet the CEO still sucks his mother's tit"
"1228","@USAirways @AmericanAir New ""Boost Up"" Campaign makes it sig. more costly to maintain Preferred status.  How'sthat #GoingForGreat?  #fail"
"1229","That was terrible @JetBlue - heat broken = 6 hour sweat box and 1st class NEEDED their signature cocktails while the peons waited to board."
"1230","@VirginAmerica Had great flight on Weds, even with a bit of a delay. Once aloft, smooth sailing. Returning EWR to SFO on Monday. Yay!"
"1231","@united it's rough because you don't have a dedicated Premier Access lane. Took 30 minutes to get through security. Platinum is worthless."
"1232","@ErickErickscum @Limpbutt @united @bashertroll05 @TheButteryOne @corvetteBeth I am lost, who are we suppose to be pissed off at?"
"1233","@DevilDogGamer @united bro last time I flew united through Houston I had to wait 13 fucking hours. They gave us $7 food vouchers = no help"
"1234","Really @VirginAmerica you cancelled my flight??? Not cool! I need to get to LA!"
"1235","@VirginAmerica  wondering why vx 958 is delayed"
"1236","Second ever @united flight, second hour long delay can they run things to schedule?"
"1237","@DeltaAssist My flight got delay and I have questions about my connections.  Can you follow me so I we can direct message?"
"1238","Surprise, surprise... We are late again @AmericanAir"
"1239","@VirginAmerica Help! Headed to wedding; flight 942 delayed out of SF; trying to move to earlier flight; told can only take our chances @ SFO"
"1240","@AmericanAir the worst costumer service I've ever experienced in my life. Not one to complain but: don't want, NEED a costumer relations #"
"1241","@SouthwestAir Can you help these poor people who had their flights cancelled fraudulently http://t.co/z2QgoEvNbD"
"1242","@AmericanAir @USAirways the next time you decide to cancel first class reservations with MY CUSTOMER and put me on another flight W/O FirstC"
"1243","@JetBlue can't dm if I don't follow u. The crew is aware of the issue they should offer the credit. More upset Abe no refund on my sons tic"
"1244","Tonight's @VirginAmerica flight felt more like a booze cruise than a commuter flight. #canceled #delayed #rebooked #happytobehome"
"1245","@iodboi @united @WrongIslandCon Did you miss the whole unitedgate episode from last week?"
"1246","@AmericanAir #Shameonyou Your ridiculous and absurd Italian crew made me lost my flight in#Malpensa#americanairlines http://t.co/S1kioIihEH"
"1247","To the pompous men on @SouthwestAir #4420 that had to board first over priority boarding elders...#shameOnYou #pathetic #EmptyFlight"
"1248","@VirginAmerica - I regularly fly back and forth from Cali to New York. This happened before and I couldn't board a flight. Disappointed."
"1249","@AmericanAir I've been waiting for over 2 weeks for a response on a customer related issue. #Help I've sent 2 emails to contact us! #noluck"
"1250","@united flight 1234 delayed hours, it's there compensation for my wife and I? :("
"1251","I've never flown @SouthwestAir before today. I'm nervous because I don't think I understand their boarding process..."
"1252","@justleon @Delta @DeltaAssist u poor darl! And the day's just starting! #Hosanna!"
"1253","@DeltaAssist Stunned by how rate policy applied to my case - seems predatory. Cust svc response even worse. Is there any recourse to appeal?"
"1254","@united imagine... Another delayed UAL flight... I think I know what UAL stands for Usually Ain't Leaving"
"1255","@ARdpb @united lol-Ironic that former elites (that defected) never got so much as an e-mail asking why they went a year w/o a single flight"
"1256","@jjklee that sux we were delayed about 30min but expected to arrive 30 mins earlier @JetBlue @USAirways"
"1257","Flight delay in #MKE means hoping @AmericanAir holds flight 3201 to #BNA out of #ORD"
"1258","@AmericanAir they where told where this time. They are stuck at Dallas."
"1259","@DeltaAssist everything about this flight update is all wrong.  Disappointed. http://t.co/ryDzPIdYXE"
"1260","@DeltaAssist the new delta app is missing the upgrade list."
"1261","@AmericanAir the percentage of my flights that have been delayed / cancelled in the last 22 months for non-weather reasons is appalling"
"1262","@united @SailDocS No .too late"
"1263","I guess that I should not be surprised by another @AmericanAir delay out of BTR. AA really has me in a bad mood lately."
"1264","@SouthwestAir thinks an unusable WiFi connection is worth $8? Such a joke! Never again."
"1265","I NEVER use my award miles with @British_Airways because of their excessive fuel charges. @AmericanAir or @airberlin are the only way to go"
"1266","Weird that @SouthwestAir would cancel a flight for no apparent reason and there are no more flights available today? You can do that?"
"1267","@DeltaAssist Why do you change my seat assignment as I'm getting on the Jetway? I like the seat I chose online #frustrated"
"1268","@united what's up w the old white people getting put up at double tree while I'm at the Hampton inn. We're all on the same cancelled flight!"
"1269","@dgattine @DeltaAssist Oh the problems of the jet set."
"1270","What's up @SouthwestAir? Third time in four Sacramento trips ainxe April a flight cancelled on me. Driving next time."
"1271","@SouthwestAir 2nd time this happened! Coming to ONT my flight was canceled and pushed back to the next morning! Today we have a Delay! SMH"
"1272","Stuck here with no bag or clothes for work tomorrow because @united sent my bag to Chicago not Fargo, MN. I need to work tomorrow!"
"1273","@united Flight #3559 CANCELLED bc a crew wasn't scheduled???? The workers there must not think that our work schedule is important also :("
"1274","@DeltaAssist My flight DL161 from Amsterdam was late leaving. I have a connection to San Antonio. Will I make the DL5747 flight?"
"1275","@AmericanAir A week and a half later, and still no response from American Airline customer service."
"1276","@JetBlue Rock &amp; Roll Hall of Fame, here we come. Never had any way to go to Cleveland before."
"1277","_@MasterCard: We gave @AmericanAir passengers a #PricelessSurprises premiere of @AnnieMovie"" Because holiday flying isn't bad enough!"
"1278","So, @United -- what are the chances of me getting my lost Kindle Paperwhite back? #sadreader"
"1279","I'm still waiting for @SouthwestAir's explanation of why they were so terrible the last time I flew."
"1280","@ju2thalee we had a ""weight balance"" issue. I get that after a week on the road w/o working out. Hope it's something different cc @united"
"1281","I've never had a bad day with @AmericanAir. Today's delays did not go in my favor though. Missing that chipotle deadline in Fresno :("
"1282","@AmericanAir again more and more delays... This is my 3rd flight in 2 days and the 3rd flight delayed..  #nomoreamericanair"
"1283","Two days of travel just for @AmericanAir to lose our bag with all Baileys clothes and shoes in it! Worst part, they dont know where it is!"
"1284","@SouthwestAir unfortunately, while monitoring 3 kids I didn't notice the damage until I got home. Should have known, not the first time."
"1285","The gate lice struggle is real this morning at @VirginAmerica, because if you don't all gather at the gate the plane will leave w/o you!"
"1286","@united with you, it's a shame that his flight was really cheap, and then I get hit with that price for the dog. I'll try @AmericanAir next."
"1287",".@SouthwestAir -Only way to file a lost claim computer claim is online but your mobile site doesn't offer access to claim forms. Frustrating"
"1288","@DeltaAssist conf g5hunc. Called to have agent protect me on next flight in case I miss connection. He cancelled my flight tonite instead"
"1289","#roc to #lasvegas  in the AM on @SouthwestAir hoping the flight doesn't get cancelled!"
"1290","30 minutes and still waiting for my carryon @united -- not okay!"
"1291","@united I will get the info as soon as I make it home which is also delayed once again and the agents won't even try to help us"
"1292","Sitting at SFO. Delayed @united flight for maintenance. If it lasts any longer we will get into weather delay!"
"1293","@gogo once again providing a poor product #monopoly #onlytwitterworks #alternativesplease #gogonogo @alaskaair"
"1294","@AlaskaAir @makeandtakes Would end too quickly. Most of those things you can find at the gate. :) Oh wait, for kids? Make an adult version!"
